Season,Age,Tm,Lg,Player,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Pos,Hand,Height,Weight,Clg,DraftRk,Exp,player_url
2011-12,23,OKC,NBA,Cole Aldrich,26,0,173,17.7,.000,.333,9.2,21.6,15.8,2.7,2.4,6.7,15.7,14.9,113,96,0.3,0.4,0.6,.176,-2.4,2.7,0.3,0.1,C,Right,6.083333333333333,250.0,University of Kansas,11,1,/players/a/aldrico01.html
2012-13,24,TOT,NBA,Cole Aldrich,45,0,388,11.1,.000,.250,8.7,26.7,17.7,3.4,0.7,4.6,20.6,12.7,102,105,0.1,0.4,0.6,.070,-4.8,0.7,-4.0,-0.2,C,Right,6.083333333333333,250.0,University of Kansas,11,2,/players/a/aldrico01.html
2013-14,25,NYK,NBA,Cole Aldrich,46,2,330,19.1,.000,.492,12.8,33.8,23.0,6.4,1.3,8.1,19.5,13.0,120,100,0.6,0.6,1.2,.178,-2.6,3.8,1.2,0.3,C,Right,6.083333333333333,250.0,University of Kansas,11,3,/players/a/aldrico01.html
2014-15,26,NYK,NBA,Cole Aldrich,61,16,976,18.1,.000,.213,11.6,28.9,20.0,13.3,2.0,5.5,15.2,18.3,104,102,0.8,1.4,2.2,.107,-2.2,3.1,0.9,0.7,C,Right,6.083333333333333,250.0,University of Kansas,11,4,/players/a/aldrico01.html
2015-16,27,LAC,NBA,Cole Aldrich,60,5,800,21.3,.000,.373,11.9,27.1,19.6,10.0,2.9,6.7,19.6,18.4,113,94,1.4,2.0,3.5,.209,-1.0,5.8,4.8,1.4,C,Right,6.083333333333333,250.0,University of Kansas,11,5,/players/a/aldrico01.html
2006-07,21,POR,NBA,LaMarcus Aldridge,63,22,1392,17.1,.004,.240,12.6,15.3,13.9,3.2,0.9,4.2,7.5,19.3,113,109,2.5,1.0,3.4,.118,-0.3,-0.6,-0.9,0.4,PFC,Right,6.083333333333333,260.0,University of Texas at Austin,2,0,/players/a/aldrila01.html
2007-08,22,POR,NBA,LaMarcus Aldridge,76,76,2649,18.5,.006,.257,9.8,15.8,12.8,8.8,1.1,2.8,8.9,25.3,108,107,3.5,2.8,6.2,.113,0.1,0.7,0.8,1.8,PFC,Right,6.083333333333333,260.0,University of Texas at Austin,2,1,/players/a/aldrila01.html
2008-09,23,POR,NBA,LaMarcus Aldridge,81,81,3004,19.1,.023,.269,9.5,15.6,12.5,9.3,1.4,2.0,8.0,23.7,115,108,6.1,3.3,9.5,.151,1.2,0.7,1.9,3.0,PFC,Right,6.083333333333333,260.0,University of Texas at Austin,2,2,/players/a/aldrila01.html
2009-10,24,POR,NBA,LaMarcus Aldridge,78,78,2922,18.2,.014,.260,8.1,18.6,13.3,9.9,1.3,1.3,7.4,22.9,113,107,5.5,3.3,8.8,.145,0.9,0.6,1.6,2.6,PFC,Right,6.083333333333333,260.0,University of Texas at Austin,2,3,/players/a/aldrila01.html
2010-11,25,POR,NBA,LaMarcus Aldridge,81,81,3211,21.5,.016,.314,10.1,17.2,13.5,10.1,1.4,2.4,8.7,25.7,114,107,7.6,3.5,11.1,.166,1.9,0.5,2.4,3.5,PFC,Right,6.083333333333333,260.0,University of Texas at Austin,2,4,/players/a/aldrila01.html
2011-12,26,POR,NBA,LaMarcus Aldridge,55,55,1994,22.7,.012,.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27.0,113,106,5.4,1.6,7.0,.169,2.7,-0.2,2.4,2.2,PFC,Right,6.083333333333333,260.0,University of Texas at Austin,2,5,/players/a/aldrila01.html
2012-13,27,POR,NBA,LaMarcus Aldridge,74,74,2790,20.4,.011,.264,7.2,20.9,14.0,13.0,1.2,2.5,8.9,26.5,108,107,4.8,2.3,7.2,.124,0.3,0.5,0.8,2.0,PFC,Right,6.083333333333333,260.0,University of Texas at Austin,2,6,/players/a/aldrila01.html
2013-14,28,POR,NBA,LaMarcus Aldridge,69,69,2498,21.8,.011,.253,7.2,25.5,16.5,13.0,1.3,1.9,7.2,29.8,108,104,4.0,3.5,7.5,.144,-0.4,0.7,0.3,1.5,PFC,Right,6.083333333333333,260.0,University of Texas at Austin,2,7,/players/a/aldrila01.html
2014-15,29,POR,NBA,LaMarcus Aldridge,71,71,2512,22.8,.074,.256,7.7,22.9,15.5,9.2,1.0,1.9,7.2,30.2,108,102,4.9,3.7,8.6,.165,0.3,0.0,0.3,1.4,PFC,Right,6.083333333333333,260.0,University of Texas at Austin,2,8,/players/a/aldrila01.html
2015-16,30,SAS,NBA,LaMarcus Aldridge,74,74,2261,22.4,.015,.289,9.2,22.2,15.9,8.1,0.9,2.8,7.8,25.9,114,99,5.6,4.5,10.1,.215,0.7,1.1,1.8,2.2,PFC,Right,6.083333333333333,260.0,University of Texas at Austin,2,9,/players/a/aldrila01.html
2015-16,20,POR,NBA,Cliff Alexander,8,0,36,11.6,.000,.000,6.0,12.1,9.0,0.0,1.4,4.4,9.1,13.3,100,107,0.0,0.0,0.0,.052,-5.7,-1.3,-7.0,0.0,PF,Right,6.666666666666667,245.0,University of Kansas,61,0,/players/a/alexacl01.html
2004-05,31,CHA,NBA,Cory Alexander,16,1,201,8.8,.388,.245,4.3,12.6,8.2,27.7,2.3,0.4,25.9,16.2,91,108,-0.2,0.2,0.0,.002,-2.9,-0.5,-3.4,-0.1,SGPG,Right,6.083333333333333,185.0,University of Virginia,29,9,/players/a/alexaco01.html
2008-09,22,MIL,NBA,Joe Alexander,59,0,716,10.1,.188,.339,6.9,12.3,9.5,9.5,1.1,3.4,15.6,20.9,96,108,-0.3,0.7,0.4,.030,-3.4,0.2,-3.3,-0.2,SF,Right,6.666666666666667,230.0,West Virginia University,8,0,/players/a/alexajo01.html
2009-10,23,CHI,NBA,Joe Alexander,8,0,29,2.8,.167,.500,7.8,11.3,9.6,9.3,1.8,2.6,0.0,11.3,88,104,0.0,0.0,0.0,.030,-5.2,1.5,-3.7,0.0,SF,Right,6.666666666666667,230.0,West Virginia University,8,1,/players/a/alexajo01.html
2011-12,22,PHI,NBA,Lavoy Allen,41,15,624,12.7,.000,.084,8.3,22.2,15.2,8.4,1.1,2.2,10.4,14.5,104,98,0.4,1.2,1.6,.124,-3.1,1.8,-1.3,0.1,CPF,Right,6.75,260.0,Temple University,50,0,/players/a/allenla01.html
2012-13,23,PHI,NBA,Lavoy Allen,79,37,1669,11.5,.002,.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,103,106,0.9,1.6,2.5,.072,-3.2,0.6,-2.6,-0.3,CPF,Right,6.75,260.0,Temple University,50,1,/players/a/allenla01.html
2013-14,24,TOT,NBA,Lavoy Allen,65,2,1072,12.5,.043,.167,11.7,20.0,15.7,10.1,1.1,2.4,12.0,14.6,104,108,0.6,0.9,1.5,.066,-3.1,0.3,-2.8,-0.2,CPF,Right,6.75,260.0,Temple University,50,2,/players/a/allenla01.html
2014-15,25,IND,NBA,Lavoy Allen,63,0,1070,14.9,.000,.157,12.8,20.5,16.7,10.9,0.7,3.1,11.1,15.2,109,102,1.3,1.6,2.8,.127,-1.4,2.2,0.8,0.8,CPF,Right,6.75,260.0,Temple University,50,3,/players/a/allenla01.html
2015-16,26,IND,NBA,Lavoy Allen,79,28,1599,12.4,.000,.197,11.1,17.8,14.5,7.1,0.8,2.1,14.6,13.0,110,104,1.6,2.1,3.7,.110,-2.1,1.4,-0.6,0.6,CPF,Right,6.75,260.0,Temple University,50,4,/players/a/allenla01.html
2004-05,26,TOT,NBA,Malik Allen,36,1,519,14.2,.000,.158,9.0,13.3,11.0,5.7,0.9,3.2,8.7,18.1,108,106,0.6,0.5,1.1,.100,-2.0,-0.3,-2.3,0.0,PF,Right,6.083333333333333,255.0,Villanova University,61,3,/players/a/allenma01.html
2005-06,27,CHI,NBA,Malik Allen,54,20,701,11.5,.004,.154,7.2,15.7,11.5,4.9,1.0,1.8,11.4,19.2,98,104,0.0,1.0,1.0,.068,-3.9,0.0,-3.9,-0.3,PF,Right,6.083333333333333,255.0,Villanova University,61,4,/players/a/allenma01.html
2006-07,28,CHI,NBA,Malik Allen,60,1,638,10.4,.004,.132,7.6,13.7,10.6,4.2,1.4,2.0,7.1,20.5,96,100,-0.2,1.1,1.0,.073,-4.9,-0.3,-5.2,-0.5,PF,Right,6.083333333333333,255.0,Villanova University,61,5,/players/a/allenma01.html
2007-08,29,TOT,NBA,Malik Allen,73,16,1096,9.8,.006,.076,7.0,13.6,10.4,6.8,0.9,2.2,11.7,16.1,100,109,0.1,0.9,1.0,.045,-3.6,-0.3,-3.9,-0.5,PF,Right,6.083333333333333,255.0,Villanova University,61,6,/players/a/allenma01.html
2008-09,30,MIL,NBA,Malik Allen,49,3,579,7.3,.006,.124,6.8,14.5,10.5,9.5,0.6,1.7,10.0,15.4,96,110,-0.2,0.5,0.3,.024,-4.5,-0.1,-4.6,-0.4,PF,Right,6.083333333333333,255.0,Villanova University,61,7,/players/a/allenma01.html
2009-10,31,DEN,NBA,Malik Allen,51,3,456,5.9,.052,.112,9.2,11.5,10.4,5.1,1.2,0.8,15.3,14.0,93,110,-0.3,0.3,0.1,.009,-4.2,-0.8,-5.0,-0.3,PF,Right,6.083333333333333,255.0,Villanova University,61,8,/players/a/allenma01.html
2010-11,32,ORL,NBA,Malik Allen,18,0,178,3.3,.000,.065,8.1,12.8,10.5,3.3,0.3,1.7,8.6,9.1,92,105,-0.1,0.2,0.2,.046,-5.3,1.4,-3.9,-0.1,PF,Right,6.083333333333333,255.0,Villanova University,61,9,/players/a/allenma01.html
2004-05,29,SEA,NBA,Ray Allen,78,78,3064,20.9,.372,.286,3.2,10.7,6.9,18.1,1.5,0.1,9.2,28.0,117,112,9.7,1.0,10.7,.168,5.6,-1.9,3.7,4.4,SG,Right,6.416666666666667,205.0,University of Connecticut,5,8,/players/a/allenra02.html
2005-06,30,SEA,NBA,Ray Allen,78,78,3022,22.2,.435,.239,2.8,10.6,6.6,17.2,1.8,0.4,10.2,27.4,118,116,9.8,-0.3,9.5,.150,6.7,-3.1,3.6,4.2,SG,Right,6.416666666666667,205.0,University of Connecticut,5,9,/players/a/allenra02.html
2006-07,31,SEA,NBA,Ray Allen,55,55,2219,21.6,.384,.268,3.1,10.4,6.7,19.0,1.9,0.4,10.7,29.5,112,112,5.4,0.9,6.3,.136,5.4,-2.1,3.4,3.0,SG,Right,6.416666666666667,205.0,University of Connecticut,5,10,/players/a/allenra02.html
2007-08,32,BOS,NBA,Ray Allen,73,73,2624,16.4,.458,.240,3.6,8.3,6.1,14.6,1.3,0.5,10.4,21.6,116,103,5.6,4.1,9.7,.177,3.2,-0.1,3.1,3.4,SG,Right,6.416666666666667,205.0,University of Connecticut,5,11,/players/a/allenra02.html
2008-09,33,BOS,NBA,Ray Allen,79,79,2876,17.3,.467,.239,2.9,8.6,5.9,12.6,1.3,0.4,10.4,20.8,122,106,7.4,3.7,11.1,.186,4.3,-0.3,3.9,4.3,SG,Right,6.416666666666667,205.0,University of Connecticut,5,12,/players/a/allenra02.html
2009-10,34,BOS,NBA,Ray Allen,80,80,2819,15.2,.410,.260,2.0,8.8,5.5,12.3,1.2,0.7,10.6,20.2,115,108,5.1,2.9,7.9,.135,2.3,-0.7,1.7,2.6,SG,Right,6.416666666666667,205.0,University of Connecticut,5,13,/players/a/allenra02.html
2010-11,35,BOS,NBA,Ray Allen,80,80,2890,16.4,.387,.224,2.3,9.0,5.8,12.7,1.4,0.4,9.8,19.8,116,104,5.8,4.2,10.0,.166,3.2,0.4,3.6,4.1,SG,Right,6.416666666666667,205.0,University of Connecticut,5,14,/players/a/allenra02.html
2011-12,36,BOS,NBA,Ray Allen,46,42,1565,14.8,.475,.215,1.1,9.2,5.3,11.8,1.7,0.4,11.2,18.6,111,101,2.5,2.2,4.7,.145,2.4,0.3,2.6,1.8,SG,Right,6.416666666666667,205.0,University of Connecticut,5,15,/players/a/allenra02.html
2012-13,37,MIA,NBA,Ray Allen,79,0,2035,14.7,.510,.243,2.6,10.1,6.6,10.2,1.7,0.6,12.5,19.3,112,107,3.4,1.9,5.4,.126,1.7,-1.5,0.2,1.1,SG,Right,6.416666666666667,205.0,University of Connecticut,5,16,/players/a/allenra02.html
2013-14,38,MIA,NBA,Ray Allen,73,9,1936,12.8,.569,.214,1.6,11.4,6.7,11.1,1.5,0.4,12.4,16.8,111,109,2.5,1.5,4.1,.101,1.3,-1.2,0.1,1.0,SG,Right,6.416666666666667,205.0,University of Connecticut,5,17,/players/a/allenra02.html
2004-05,23,BOS,NBA,Tony Allen,77,34,1262,14.7,.080,.393,8.0,12.3,10.2,8.2,3.1,1.4,14.5,18.9,106,104,1.2,1.6,2.7,.103,-0.7,0.6,-0.1,0.6,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,0,/players/a/allento01.html
2005-06,24,BOS,NBA,Tony Allen,51,9,978,12.9,.124,.489,4.1,9.6,6.9,11.2,2.7,1.4,16.8,18.8,103,106,0.6,1.0,1.7,.082,-1.6,0.2,-1.4,0.2,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,1,/players/a/allento01.html
2006-07,25,BOS,NBA,Tony Allen,33,18,805,17.0,.127,.517,5.1,13.6,9.2,12.5,3.2,1.2,19.1,22.1,105,104,0.8,1.1,1.9,.111,0.0,1.1,1.1,0.6,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,2,/players/a/allento01.html
2007-08,26,BOS,NBA,Tony Allen,75,11,1373,10.7,.147,.465,3.1,11.0,7.3,13.1,2.4,1.3,18.9,19.6,98,99,-0.1,2.8,2.7,.093,-3.2,1.8,-1.4,0.2,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,3,/players/a/allento01.html
2008-09,27,BOS,NBA,Tony Allen,46,2,887,12.9,.095,.384,3.2,10.7,7.1,12.0,3.2,2.1,18.8,21.5,98,100,-0.2,1.8,1.6,.085,-2.7,2.5,-0.3,0.4,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,4,/players/a/allento01.html
2009-10,28,BOS,NBA,Tony Allen,54,8,889,14.2,.020,.470,7.4,12.5,10.0,13.0,3.5,1.7,17.8,19.6,101,101,0.2,1.6,1.9,.100,-1.8,2.6,0.8,0.6,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,5,/players/a/allento01.html
2010-11,29,MEM,NBA,Tony Allen,72,31,1494,18.3,.047,.370,5.5,9.9,7.7,10.9,4.5,2.4,13.1,19.9,110,101,2.0,2.7,4.7,.152,0.7,2.9,3.6,2.1,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,6,/players/a/allento01.html
2011-12,30,MEM,NBA,Tony Allen,58,57,1525,15.7,.058,.391,7.4,10.6,8.9,8.3,3.6,1.8,15.2,18.4,106,100,1.7,2.5,4.2,.131,0.0,2.5,2.5,1.7,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,7,/players/a/allento01.html
2012-13,31,MEM,NBA,Tony Allen,79,79,2109,13.2,.038,.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,102,98,1.0,4.1,5.1,.115,-1.6,2.9,1.3,1.8,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,8,/players/a/allento01.html
2013-14,32,MEM,NBA,Tony Allen,55,28,1278,15.6,.114,.293,7.3,12.0,9.6,11.7,3.8,1.2,16.2,20.1,102,101,0.5,2.1,2.7,.100,-0.1,2.4,2.3,1.4,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,9,/players/a/allento01.html
